,0-0,1-0,2-0,3-0,4-0,5-0,6-0,0-1,1-1,2-1,3-1,4-1,5-1,6-1,0-2,1-2,2-2,3-2,4-2,5-2,6-2,0-3,1-3,2-3,3-3,4-3,5-3,6-3,0-4,1-4,2-4,3-4,4-4,5-4,6-4,0-5,1-5,2-5,3-5,4-5,5-5,6-5,0-6,1-6,2-6,3-6,4-6,5-6,6-6,0-7,1-7,2-7,3-7,4-7,5-7,6-7,0-8,1-8,2-8,3-8,4-8,5-8,6-8,0-9,1-9,2-9,3-9,4-9,5-9,6-9,0-10,1-10,2-10,3-10,4-10,5-10,6-10,0-11,1-11,2-11,3-11,4-11,5-11,6-11,0-12,1-12,2-12,3-12,4-12,5-12,6-12,0-13,1-13,2-13,3-13,4-13,5-13,6-13,0-14,1-14,2-14,3-14,4-14,5-14,6-14,0-15,1-15,2-15,3-15,4-15,5-15,6-15,0-16,1-16,2-16,3-16,4-16,5-16,6-16,0-17,1-17,2-17,3-17,4-17,5-17,6-17,0-18,1-18,2-18,3-18,4-18,5-18,6-18,0-19,1-19,2-19,3-19,4-19,5-19,6-19,0-20,1-20,2-20,3-20,4-20,5-20,6-20,0-21,1-21,2-21,3-21,4-21,5-21,6-21,0-22,1-22,2-22,3-22,4-22,5-22,6-22,0-23,1-23,2-23,3-23,4-23,5-23,6-23,latitude,longitude,altitude
00226 - FONTAINES /CASSELARDIT,0.669794865737,0.44809305145,0.395563168449,0.393038024927,0.370171469397,0.32044315484,0.44741207871,0.694222689076,0.496423447428,0.443515516443,0.454904961985,0.431825115938,0.357712996703,0.465059357076,0.698541889483,0.5297994499,0.440924617879,0.488616785626,0.498511550369,0.446593716227,0.505691806503,0.708313983488,0.530522595304,0.476324115303,0.482871263259,0.592806480999,0.522534853636,0.614057610015,0.696817252081,0.54217211781,0.462959236326,0.491442697769,0.592841611353,0.568482233531,0.693614348255,0.694200853773,0.550182584449,0.421501582696,0.512506284565,0.6142936254,0.581137083654,0.735747177659,0.676481900452,0.524491921232,0.408741097336,0.492007672634,0.622735170017,0.593934640523,0.755897263849,0.725488052364,0.560814243189,0.423842815815,0.506531141869,0.636955654355,0.589120809614,0.770476569006,0.814093137255,0.673423916492,0.544642084775,0.648982711364,0.694433902593,0.585578747628,0.762579242223,0.835339544314,0.704034562978,0.612444977991,0.681095354809,0.743881552621,0.580753024614,0.762795807978,0.754000380221,0.693761379552,0.590614743752,0.671638655462,0.738226253616,0.556627976861,0.745987685732,0.706523065201,0.672955308249,0.563207835001,0.654725262198,0.682419467787,0.507505324227,0.6850970935,0.679713474018,0.656616973713,0.571922024624,0.609086918349,0.639738562092,0.472171122995,0.649587286528,0.694556183129,0.629060481759,0.585155007949,0.5797556926,0.658982122261,0.469629311579,0.632055509036,0.690165593051,0.611741432478,0.572795138889,0.563541666667,0.62667036626,0.445173902894,0.638710972194,0.665666074122,0.580914982092,0.551817240841,0.537474449239,0.610532212885,0.415998491704,0.598539368873,0.59474789916,0.548646907216,0.559719936926,0.504433391003,0.552075625848,0.426142420055,0.594227175245,0.491623436041,0.473673727399,0.422531564555,0.394375993641,0.483549311981,0.441725549078,0.60493066596,0.415508569019,0.414840387374,0.353461590115,0.332320971867,0.423521805726,0.503369312469,0.637220104091,0.406723675386,0.39013598988,0.304799531753,0.33277027027,0.410756656748,0.51783749471,0.667788429365,0.399578164599,0.374789456766,0.309854569134,0.328466386555,0.375957830831,0.4759252663,0.66943315508,0.405188748651,0.297509398496,0.33121657754,0.312549459246,0.349166056464,0.474573906486,0.658526677603,0.41510234444,0.285210449642,0.32129991905,0.328968573731,0.327699630577,0.457904411765,0.648449696084,0.445162385709,0.351021576663,0.321560968137,0.330991400798,0.33825708061,0.469417436396,0.641344358256,43.6041904083899,1.40721128992902,141.600021362305
00279 - GUY ESPAGNO,0.729178531717,0.335175120773,0.356002226218,0.334854631508,0.34971859114,0.388710044548,0.510897484805,0.755133645498,0.345544592481,0.40182082129,0.351470588235,0.354151537158,0.389590234876,0.544919786096,0.740805055109,0.354923273657,0.419850347546,0.379888113437,0.399771710917,0.424686192469,0.559108734403,0.743361527618,0.365859198687,0.400428921569,0.396271599058,0.40856342537,0.453291218859,0.620486255968,0.756892795432,0.370205836964,0.422794117647,0.411750858536,0.432050807744,0.479316797944,0.651342987136,0.707904476196,0.38622887306,0.356187069422,0.407975750687,0.437651175956,0.511886943072,0.702518614283,0.678841933885,0.392754175744,0.385639483066,0.427820403524,0.474096709391,0.540462676299,0.716856892011,0.644024869835,0.410631456884,0.402998151015,0.428497238689,0.503561253561,0.549226441632,0.724405177091,0.73845996732,0.584064166053,0.515788626479,0.552042749782,0.610836701093,0.56341867169,0.738261437908,0.768276847163,0.679334689851,0.641104128876,0.633161731895,0.707817337461,0.555658599776,0.744012969771,0.749335222048,0.698741341069,0.650958694785,0.637254901961,0.707625272331,0.544237431815,0.730911188005,0.693587936264,0.63288105379,0.566224947794,0.568227873391,0.645512976975,0.542483660131,0.704099821747,0.628346903733,0.600428716637,0.550395052536,0.506578024629,0.618327330932,0.53604587134,0.719741229825,0.59613949386,0.577685095896,0.497800263173,0.508028488847,0.588913814113,0.544672272703,0.733566223424,0.556046034331,0.614744387181,0.487943262411,0.527529761905,0.618279136071,0.498523440384,0.740368317725,0.551226665726,0.600124193973,0.530795382669,0.521012376582,0.601799979251,0.453336373309,0.741687091503,0.522878386155,0.532926896249,0.526842379464,0.480813127872,0.597380650613,0.467891037694,0.729601054037,0.477520839254,0.475965740906,0.457616379885,0.443955441057,0.516872691105,0.469365601719,0.741504372019,0.421018170862,0.418295875855,0.417915499533,0.397816342373,0.451779547336,0.485956853604,0.743775720165,0.391925904977,0.36169376319,0.369243192773,0.352089268756,0.410787231559,0.483844963841,0.689110510104,0.342016574226,0.368259803922,0.324475038242,0.335804910199,0.401900821491,0.500853674803,0.717867748759,0.315250889385,0.280906094632,0.298668377008,0.326016973954,0.373648247178,0.475057480173,0.708238017429,0.320649874533,0.286235173082,0.269139816731,0.315728971656,0.342146433041,0.499699182323,0.716600199402,0.341240409207,0.318957179284,0.264788825852,0.296258169935,0.332946798791,0.478497888831,0.716524580847,43.61354,1.40142,140.275207519531
00127 - BEGUE - DEMOISELLES,0.666410113881,0.621942521502,0.575655000956,0.623839393796,0.518016903731,0.346158708548,0.410293535294,0.694697302697,0.655367965368,0.597583511016,0.620679175264,0.574826839827,0.394254707948,0.479124566708,0.70729697975,0.671111111111,0.615100017702,0.677728598562,0.616607438995,0.465460927961,0.528331527627,0.723736833854,0.681939081939,0.618377425044,0.734854080346,0.65574912892,0.543365978512,0.582731001393,0.721431115181,0.663109581182,0.633867832847,0.756131920648,0.672203765227,0.581077886257,0.617992007992,0.726084221122,0.65679779158,0.653900161463,0.73196309863,0.69654049654,0.601556390164,0.632047212047,0.699928591264,0.629222546161,0.639008234873,0.686072736787,0.652419200612,0.634128045867,0.659132948788,0.552631060696,0.502603941879,0.5,0.55978021978,0.582993197279,0.625710797139,0.692555154769,0.422609472744,0.413206599495,0.410882221227,0.432460572653,0.441853968254,0.620835513693,0.711708683473,0.3205,0.350202452776,0.391809643581,0.412939416604,0.367481767482,0.556667969711,0.667347675798,0.280437057766,0.290981321885,0.335913078618,0.353521478521,0.344564536341,0.483645687646,0.584587941917,0.290045987242,0.298933787123,0.292368526644,0.356531406337,0.305274971942,0.407404684517,0.556702354452,0.319238604533,0.31741104424,0.290242643263,0.355596784168,0.275064935065,0.375347985348,0.57621820871,0.283763219965,0.280575539568,0.299196810134,0.373655913978,0.25293352836,0.383925346954,0.552514898037,0.248855876634,0.256434535685,0.281826410398,0.349956070989,0.232433690088,0.364676357398,0.564118928036,0.242139194139,0.228293545535,0.321759598426,0.3171108742,0.204989741072,0.336408895542,0.517512423882,0.242125739185,0.270495795285,0.308359841912,0.288583045865,0.232515632516,0.326607800801,0.473831974477,0.212075848303,0.269417412742,0.329272567923,0.300738872999,0.236944181646,0.308734939759,0.48991049725,0.275494610452,0.305928807166,0.34645873089,0.333964429145,0.224804548685,0.325291470434,0.480436448084,0.334886128364,0.313932044967,0.394761027396,0.332482503088,0.260560414642,0.330108956861,0.476616629558,0.410908476866,0.340207602942,0.429448169159,0.333694344164,0.288228999465,0.327370160703,0.536229477956,0.456504761905,0.396802941631,0.42624799443,0.340207212592,0.24552154195,0.270710464595,0.576088573081,0.495130278527,0.432185206098,0.485444118476,0.396398046398,0.244189602446,0.269287234505,0.60299581371,0.575911536163,0.518785310734,0.559153846154,0.450291340165,0.30917167547,0.34780503734,0.629505047798,43.5898035523317,1.45594544810994,149.747436523438
00094 - SEMARD GARE ROUTIERE,0.183120454903,0.34476393172,0.566569051863,0.51240289391,0.61754413089,0.634551163123,0.464973223332,0.155444074578,0.347848716169,0.577560043752,0.526648841355,0.624368259664,0.595562770563,0.45431393501,0.145999620817,0.350202707346,0.587048294495,0.552191024436,0.644016905901,0.632951550295,0.481586169821,0.156086580087,0.324538330867,0.601007357661,0.565406588455,0.613752117448,0.650175221604,0.483633920938,0.162963273286,0.330912170833,0.624102966385,0.565475221296,0.631437996198,0.62246287914,0.48479452387,0.231306689342,0.369763694952,0.641346075308,0.600170923787,0.652114691445,0.655262832406,0.473676615782,0.337862428269,0.433059485775,0.690860215054,0.665797133901,0.732066554549,0.677561854204,0.484808934144,0.412023028518,0.551358088362,0.708573833574,0.681663697469,0.742043901647,0.720084129707,0.493256150729,0.242219967532,0.357672182439,0.543927199561,0.464087794416,0.500816570647,0.736353797717,0.500434296886,0.1667118782,0.202817165827,0.421395633352,0.37037586548,0.356198821259,0.7558646691,0.54531024531,0.209320091673,0.214831596974,0.379356148737,0.368402861506,0.367096064669,0.73615327381,0.531845088613,0.199711018972,0.192033235582,0.349433293979,0.351655949229,0.332839496769,0.721697875768,0.484499371596,0.219748019276,0.204734940234,0.356524148542,0.340589973974,0.357093899286,0.724532833937,0.489203776413,0.250712297906,0.246860678034,0.34038418028,0.338344023862,0.383789869135,0.701213919612,0.506790481344,0.280290357574,0.265989805558,0.375077406038,0.359379868089,0.389687374481,0.700947773349,0.496348350661,0.289893823142,0.293795768095,0.350412494352,0.39026299515,0.463593783266,0.699806052034,0.499175277277,0.308750773036,0.326184232434,0.378756879636,0.426630980861,0.539089725764,0.667140501985,0.502898782832,0.45981626516,0.516460081473,0.491363827913,0.608366473378,0.662368967121,0.653660637382,0.455328798186,0.505435223493,0.619596225587,0.537452856487,0.675400785846,0.737879836064,0.588227800907,0.432509941289,0.443236748852,0.587553891235,0.507657118295,0.616895345383,0.695521516437,0.588091035178,0.4307676563,0.381971975393,0.582251082251,0.48110139119,0.563820029466,0.638900076717,0.540552480307,0.375716991342,0.355405405405,0.563448599593,0.491888414616,0.582128732458,0.652587690088,0.499400070065,0.279541800191,0.366340284321,0.582012916964,0.475693567133,0.600515893952,0.661164587047,0.479977074208,0.233996375111,0.350927643785,0.609936753554,0.477624340725,0.652128614746,0.669956152574,0.498434841021,0.223566017316,43.6138291280336,1.45147977926632,148.531677246094
00028 - PLACE SAINT PIERRE,0.390692640693,0.38424832743,0.361758893281,0.443935704447,0.344688194688,0.592417876241,0.760498162858,0.299579957996,0.280990024468,0.27486754539,0.353379467248,0.280676061527,0.484597354763,0.540203358084,0.274350649351,0.273206086842,0.181833333333,0.16262987013,0.223189522342,0.406592654657,0.38430710426,0.248988716202,0.154591023012,0.108543263965,0.259879905041,0.250128584287,0.327632153779,0.321543704522,0.280058651026,0.183822350489,0.127076782866,0.202915228232,0.245016233766,0.326769846695,0.277477401369,0.29679144385,0.183127572016,0.11658692185,0.193843193843,0.18928423175,0.277069824438,0.181935817805,0.29739623122,0.233739837398,0.163162234591,0.220281970282,0.285189468066,0.249983349983,0.100865800866,0.269550795525,0.238054353054,0.169355896629,0.211302558827,0.23753192166,0.196472184532,0.116131553632,0.327384621029,0.202557915058,0.201387048326,0.206857010674,0.154962201977,0.212561248276,0.110225632953,0.457467856633,0.312694347906,0.341727199354,0.420162571242,0.330342384888,0.223287823288,0.117586580087,0.552363188402,0.39052470518,0.388231237789,0.480878332194,0.313094263094,0.277688125272,0.11465495289,0.440934065934,0.432218936179,0.402172593761,0.550926406926,0.352129085089,0.304233686802,0.097645799893,0.465593073593,0.49317011817,0.42122967123,0.518431063886,0.322214370513,0.316509103641,0.15235573488,0.545788663238,0.512847968808,0.409260673967,0.524137478683,0.367424242424,0.511510407401,0.277470355731,0.536599763872,0.524120480459,0.444304306804,0.477115477115,0.403793476638,0.52876758658,0.300847457627,0.490586594613,0.481173502756,0.368986798326,0.54841468876,0.46543956044,0.495699510071,0.332847707848,0.434775318578,0.467093717094,0.327489177489,0.602149444758,0.413930437379,0.471769731372,0.419552669553,0.33755227823,0.362024856864,0.24439666294,0.475245000398,0.362709559823,0.516603586889,0.472201607916,0.262419723134,0.404263836522,0.353948870367,0.435220269926,0.494264733222,0.529441267149,0.536487322202,0.366378900483,0.546983148678,0.50199792038,0.51694619666,0.539143053916,0.554438418724,0.629041531385,0.558336455211,0.691220405109,0.541951585829,0.677740966516,0.611818181818,0.730055286079,0.724625237022,0.737745691162,0.84360990861,0.66960247874,0.755314180769,0.728318222658,0.804044201413,0.726831421006,0.666280148423,0.768090398215,0.690472790735,0.759061289588,0.797620298776,0.857733175915,0.71,0.494084513971,0.521056232196,0.510543403964,0.487339583493,0.692431749368,0.826752035843,0.479610025829,43.6034370674356,1.43608066156889,147.995910644531
00004 - STE URSULE,0.351290806129,0.181541773472,0.161736274767,0.181023210199,0.137950138504,0.302178406742,0.567952174423,0.315022655978,0.141354479573,0.110032115809,0.124398496241,0.113460038986,0.210903116899,0.441167212289,0.30368785285,0.136189560865,0.0802123730379,0.0998392928887,0.08350010006,0.186188811189,0.372470271652,0.264450919687,0.13488075702,0.080716213611,0.0892115345836,0.0781989377113,0.178588516746,0.299079273867,0.27106093309,0.122440362175,0.060291042175,0.0874020156775,0.0577224880383,0.128289473684,0.191614342875,0.282321657803,0.135301184257,0.072751701937,0.0856459330144,0.0590526315789,0.109284210526,0.15796396173,0.258406174447,0.132920314224,0.0652168615984,0.0717920835146,0.0488058381247,0.101086226204,0.15870906909,0.322165772348,0.223919251019,0.1474638825,0.106800554017,0.114184666869,0.119301470588,0.152229933809,0.515816940636,0.395640886125,0.34542662761,0.30404103479,0.38819750044,0.197684210526,0.15718401844,0.65064195957,0.57878519829,0.434276315789,0.529818947368,0.60680563769,0.250543024227,0.15516824849,0.759135152697,0.700354453178,0.612647289866,0.720154301416,0.714252989161,0.437027801358,0.201290692672,0.773344947735,0.778045620008,0.709934070846,0.806644144144,0.78001023076,0.628707737888,0.240030574361,0.74033055199,0.807215934016,0.719848349688,0.836521084337,0.816343873349,0.677196829794,0.233727810651,0.69829001368,0.756873048421,0.648909883721,0.802250299043,0.787975095924,0.658180238332,0.28538415003,0.721783161608,0.747141564098,0.580243859649,0.774052818216,0.731640045387,0.700212414444,0.303356481481,0.715139971393,0.741302336635,0.638294854236,0.782710913313,0.71862945407,0.717124795795,0.353145313483,0.727513418249,0.727172182623,0.635646674827,0.741483734462,0.721061552186,0.7876993157,0.409626338574,0.726497816357,0.682915845764,0.663686976969,0.663660935506,0.623030637863,0.799813711177,0.540818286592,0.602490431409,0.63885182022,0.626927768368,0.615835426751,0.484962915419,0.787490317254,0.484021592443,0.326375064154,0.490824057491,0.459568087951,0.535757880376,0.387361495845,0.622490599854,0.463815789474,0.225651629073,0.362249200349,0.387950819672,0.413263098625,0.421945405254,0.633260909513,0.459523219814,0.191722139505,0.294773815823,0.333833703978,0.330851480802,0.47189608637,0.724754385965,0.462680115274,0.222264688729,0.300063433377,0.342418368868,0.262418508507,0.483527466206,0.708325599894,0.431686159844,0.218570937147,0.252094797987,0.277768481898,0.236248859142,0.375421563618,0.655326417004,0.373313782991,43.6023360927912,1.44204743783866,155.696884155273
00222 - CAMBOU / ROCHE,0.577061567777,0.256252631579,0.28523336224,0.256920077973,0.276247436774,0.237867258508,0.329679330777,0.601914733069,0.289590177302,0.359841518294,0.312648556876,0.310685916179,0.278294420261,0.332815872489,0.611491859144,0.305756125852,0.389165296053,0.306359353174,0.390329991646,0.306758795136,0.369334218828,0.627707199032,0.327042152894,0.402822418642,0.28590553651,0.427502799552,0.331964325039,0.419634945951,0.623192407248,0.32593317246,0.401985792703,0.290482055596,0.440494296578,0.321526642694,0.462207811793,0.613585407562,0.329873075814,0.373817845395,0.296671440506,0.440019654946,0.314000822368,0.502846801017,0.562984384037,0.313156655764,0.352565236621,0.296005758671,0.43185717598,0.315238934155,0.520140604218,0.493521750806,0.300602763893,0.316607830552,0.26080952381,0.39530822469,0.308313146884,0.509927336999,0.551214710122,0.449553929131,0.429928272244,0.330271997824,0.542232960399,0.299918400653,0.506387061404,0.791147155099,0.744534698268,0.711404613549,0.623973285486,0.759946125155,0.272115583075,0.455434039645,0.784346877557,0.698620835649,0.767575787537,0.669759886365,0.751417563245,0.235081717,0.403951182304,0.717883365822,0.606653316501,0.69588928837,0.605898921616,0.716714952519,0.225735950045,0.37118657422,0.69578694332,0.554033082967,0.607494011132,0.514880382775,0.664386928861,0.227238111356,0.354653664133,0.612944688109,0.525554994702,0.544324424468,0.514947651387,0.596470134707,0.242779664214,0.347614432682,0.606759824089,0.540102635658,0.557135375753,0.51808097166,0.613074231822,0.223148752775,0.379209111488,0.611603855317,0.513057846972,0.52071908814,0.485754487375,0.564585883313,0.205078373901,0.364036447708,0.54531776461,0.442707440931,0.43554690226,0.425460860273,0.441777804239,0.21154782844,0.386395348837,0.380858918129,0.318817102095,0.265692414753,0.336848385881,0.305104775828,0.212865497076,0.37913435853,0.28364807986,0.177859649123,0.193715846995,0.233316510454,0.244439359268,0.231331819396,0.411286841376,0.194850982879,0.137311350666,0.157818002649,0.189691585652,0.189977603583,0.248763384105,0.415138292159,0.193533376123,0.139394180315,0.164482879106,0.170994152047,0.163049376017,0.248462362301,0.457746478873,0.192249575552,0.158541802036,0.164077750723,0.158875128999,0.16181630547,0.246296619031,0.501600651112,0.210161290323,0.180490700435,0.169696861201,0.170592838975,0.169070548712,0.254035648226,0.52735745614,0.224554881628,0.232173825368,0.201087668885,0.245594965675,0.200972258232,0.268207681366,0.557939408707,43.5628140764194,1.47517386253435,149.087127685547
00272 - ANDRE VASSEUR,0.796028763928,0.703317817953,0.750033121357,0.719571029993,0.735510380623,0.652573529412,0.766724336794,0.820402840623,0.714138564909,0.777394586153,0.73704248366,0.748877137062,0.661423959828,0.740822644847,0.816535500919,0.68150475958,0.785983455882,0.738750628457,0.751759076836,0.665386844393,0.735456314879,0.81887056442,0.708931558405,0.790220588235,0.735253568339,0.749387254902,0.686430481283,0.757610701107,0.808977249436,0.723464184061,0.799833518313,0.733490785555,0.773360229047,0.691134533661,0.771248548762,0.814303570034,0.704334365325,0.752254901961,0.71416773231,0.769645633584,0.682692307692,0.794205882353,0.815374066293,0.695981682147,0.73209790673,0.697587876614,0.775702902306,0.707382616724,0.811779711885,0.752952532364,0.662610619469,0.712044324772,0.702579507413,0.751072936549,0.675500408497,0.784778225806,0.695768692092,0.669308632544,0.720506897449,0.673853183249,0.717843137255,0.675250593511,0.780287114846,0.662084796605,0.665277986661,0.707120358782,0.638662911973,0.634502831305,0.65737874097,0.770658263305,0.620387463496,0.649123690572,0.619015431285,0.626844791415,0.567332693947,0.639323911383,0.751094187675,0.605725692339,0.604340499451,0.622858202914,0.592168636013,0.564124155886,0.616998269896,0.72614379085,0.630344637855,0.562439131282,0.605417794733,0.595668859649,0.547789557684,0.591499604326,0.734283088235,0.595885854342,0.561043440945,0.583464432285,0.608208427602,0.527664681575,0.601721256684,0.724091695502,0.564278656126,0.567264405762,0.62758646172,0.618027383367,0.537419419823,0.636194646398,0.729687372874,0.571541225992,0.559782081149,0.567171846905,0.614500683995,0.530050805747,0.652179144385,0.729410856935,0.567025070378,0.553892878222,0.583948500349,0.608804513185,0.509395424837,0.61399408006,0.703035161433,0.583387201034,0.580321059722,0.587527121504,0.599789915966,0.494432773109,0.587157940099,0.676123751387,0.605253582202,0.569375132725,0.571824381927,0.597703940067,0.488111153552,0.614426887776,0.696578917827,0.596066125195,0.617471988796,0.585294117647,0.584997301673,0.487896185872,0.621197916667,0.707215256621,0.599295220096,0.65147628819,0.609873504487,0.626404689234,0.546470588235,0.624485917248,0.740048174442,0.637553706742,0.654989725148,0.64693259278,0.685794420861,0.568254475703,0.67937457084,0.745575772682,0.650091530388,0.686758255934,0.68268512989,0.690546218487,0.607434640523,0.696691176471,0.747303921569,0.689921487267,0.709095268542,0.711323529412,0.716875543321,0.64618597439,0.701885525995,0.777326839827,43.63539,1.47297,137.582595825195
00058 - CONCORDE ARCOLE,0.18415582994,0.191029112637,0.272417837798,0.339471777269,0.361878172589,0.197653631285,0.273866913661,0.174615788782,0.169889699138,0.227961515308,0.310652634,0.283163538874,0.202596153846,0.244230720865,0.169943586839,0.121050724638,0.204496182508,0.298316310099,0.247322514799,0.178807471264,0.216625420445,0.16278629776,0.13455640807,0.197839527323,0.287189781022,0.177191539365,0.163884140551,0.180552339666,0.166327243544,0.108116225091,0.168657956715,0.290449275362,0.140745033113,0.131842355176,0.130227767179,0.168985244696,0.104711004182,0.189989733234,0.287303274289,0.132043590608,0.108204656863,0.109297364519,0.179884057971,0.121187269111,0.184803263888,0.299093662124,0.146287878788,0.106583652618,0.0925667147976,0.179284043797,0.136145916543,0.207886153647,0.303645911612,0.140642156863,0.135758661888,0.116753886693,0.186265279473,0.26820576786,0.294692719576,0.380255513548,0.202854230377,0.202639664804,0.128277072644,0.12215113491,0.19699707054,0.25918987215,0.330727662184,0.170862492327,0.277003929273,0.150029182241,0.156769714002,0.199643904307,0.304700401393,0.314053750823,0.174973649539,0.356320182094,0.263440340762,0.192907300601,0.226038390096,0.31486351706,0.313680884676,0.218488175676,0.442218152218,0.336617148247,0.255316189679,0.286562293158,0.345096679277,0.374875009103,0.233346646887,0.455369863875,0.288368266734,0.205667149942,0.245337840626,0.259796181631,0.347508719482,0.206169374692,0.36192858059,0.166196295343,0.214484551396,0.210629600677,0.220910438909,0.269172555948,0.184143404488,0.303557463042,0.11445908359,0.293746738912,0.234882256255,0.250824972129,0.305035267989,0.208861154446,0.302071489881,0.119066554422,0.268107309357,0.279848421141,0.32792799237,0.316906754022,0.203434052758,0.295499194847,0.127422143226,0.272863407936,0.292493081401,0.394961248393,0.365750872726,0.238762984198,0.342667802412,0.122706635294,0.279997460197,0.31919237218,0.405884218112,0.409566206711,0.273604661775,0.338901780781,0.140706560698,0.287913902443,0.28009634349,0.393936768925,0.394473378284,0.194887581535,0.236935184781,0.16382156207,0.261141861257,0.26056802092,0.372146164021,0.345685551957,0.178409428184,0.16934083099,0.159814366425,0.212972517198,0.240165014465,0.362287917738,0.333689533861,0.215013067237,0.1772245395,0.183377942532,0.192443732914,0.241290071012,0.3538,0.325532770928,0.223769796261,0.180326928634,0.179867072833,0.195513043478,0.291236157562,0.31128765792,0.345728888889,0.198020477816,0.211834688075,0.188371089536,43.6106186453129,1.44363712569744,149.178817749023
00080 - FITTE VARSI,0.756424761597,0.769538920325,0.757639083442,0.760545479683,0.741171123428,0.769217192993,0.627845806297,0.74199277479,0.773371743662,0.74223680132,0.756953865642,0.688462686016,0.723743793788,0.618306338482,0.71461607535,0.798949438612,0.716465140407,0.772157430166,0.651143722143,0.652398390487,0.6019345715,0.731623365806,0.779897520884,0.740705025148,0.771621682665,0.645572853647,0.623402138788,0.534885270893,0.725565420293,0.773657605335,0.737175756808,0.760260995044,0.619207787796,0.61014800746,0.571964861546,0.732932856319,0.771838192319,0.754018212955,0.756312697478,0.614579213571,0.613321552015,0.558109936992,0.712381794943,0.756529312826,0.71675485278,0.737005869541,0.592665661828,0.613779879541,0.575136115531,0.696293921423,0.720992765087,0.682892837625,0.685597218822,0.548711908418,0.617706763233,0.575397128192,0.640284046765,0.666291284179,0.647383218552,0.582216457319,0.489722180123,0.614616537039,0.582962047523,0.544911055604,0.559682435174,0.530037011145,0.527059713613,0.414520958823,0.623040957368,0.562763164281,0.572028209856,0.542651699379,0.526405546513,0.505326448072,0.423499334894,0.603577786913,0.588350555786,0.576101774757,0.522199791838,0.511159014898,0.473622418178,0.412206434392,0.620797721712,0.561590754638,0.653871332732,0.605167604453,0.595361714685,0.561551797926,0.547384307541,0.589691168402,0.622895484399,0.712409101572,0.695094225104,0.666711110116,0.627609070999,0.658052092835,0.614824487107,0.66056763979,0.674009766401,0.682700221063,0.667181576188,0.616613298644,0.686651321335,0.600651454258,0.686525974026,0.667745763264,0.674316587258,0.61572531896,0.598246769288,0.644356466985,0.626631822284,0.736006671989,0.664346872036,0.733902681032,0.643418712722,0.632884899281,0.647501602195,0.611014354239,0.7788804002,0.759415605902,0.809176253242,0.72551549058,0.698032955187,0.709700946552,0.605897611332,0.787387500693,0.840992389905,0.863151376465,0.744423034146,0.749450304776,0.762901664324,0.566179108961,0.798110276148,0.861624326938,0.904863800331,0.774200244852,0.767908760462,0.800048525712,0.570209197185,0.794870339281,0.834438144384,0.882952226107,0.829534873665,0.823841438964,0.824458338088,0.608231566671,0.76181889428,0.807447589139,0.886958208843,0.851346408815,0.83277997365,0.848932872365,0.664322295283,0.753851828553,0.800098861127,0.878430159943,0.828890940983,0.803310765859,0.852636647965,0.675598421975,0.766498861416,0.78967603623,0.816477941638,0.805028934519,0.777595726871,0.826160479014,0.672670807453,0.756324814887,43.5997038676742,1.42927516850992,139.125274658203
